Page,Lat_deg,Long_deg,Date_UT,Age_hrs,Lag_min,ARCV_deg,ARCL_deg,DAZ_deg,Means,raw_ocr_line,target_detectability,target_naked_eye,source_table,pred_twostep_stage1,pdet_twostep,stage1_match,stage1_mismatch
5,23.55,46.39,1988/03/19,37.05,93.0,20.34,20.49,02.55,N,23°55 46°39 1988/03/19 37°05 93 20°34 20°49 02°55 N,1,1.0,positive,1,0.9828648821442578,1,0
5,19.52,42.22,1988/04/17,27.49,65.0,14.15,14.83,04.49,T,19°52 42°22 1988/04/17 27°49 65 14°15 14°83 0449 T,1,0.0,positive,1,0.8187144827622485,1,0
5,23.56,46.93,1988/04/17,27.28,68.0,14.34,14.7,03.27,T,23°56 46°93 1988/04/17 27°28 68 14°34 14°70 03:27 T,1,0.0,positive,1,0.8227505886096829,1,0
5,28.4,36.73,1989/03/08,21.31,56.0,11.9,11.97,OI-II,T,28°40 36°73 1989/03/08 21°31 56 II‘90 I1‘97 OI-‘II T,1,0.0,positive,1,0.6097511597258228,1,0
5,28.4,36.73,1990/02/26,30.61,77.0,16.36,16.41,01.33,N,28:40 36°73 1990/02/26 30°61 77 16°36 16°41 01°33 N,1,1.0,positive,1,0.9121967615806373,1,0
5,26.45,36.38,1990/03/27,20.01,51.0,10.99,11.67,03.95,T,26°45 36°38 1990/03/27 20°01 51 10°99 I1‘67 03°95 T,1,0.0,positive,1,0.5408305963560481,1,0
5,28.4,36.73,1990/04/26,35.62,107.0,20.88,20.91,01.12,N,28°40 36°73 1990/04/26 35°62 107 20°88 20°91 OI-12 N,1,1.0,positive,1,0.9861875352201399,1,0
5,26.45,36.38,1990/06/23,21.6,55.0,10.94,11.84,04.54,T,26°45 36°38 1990/06/23 21°60 55 10°94 11°84 04°54 T,1,0.0,positive,1,0.5458760293855934,1,0
5,28.4,36.73,1991/04/15,20.35,54.0,11102.0,11.53,03.41,T,28°40 36°73 1991/04/15 20°35 54 I1I‘02 11°53 03°41 T,1,0.0,positive,1,1.0,1,0
5,28.4,36.73,1992/03/05,26.02,56.0,11.9,12.49,03.82,N,28:40 36°73 1992/03/05 26:02 56 II‘90 12°49 03°82 N,1,1.0,positive,1,0.6308852693983344,1,0
5,28.4,36.73,1992/06/02,36.01,89.0,17.62,19.57,08.65,N,28°40 36°73 1992/06/02 36°01 89 17°62 19°57 08°65 N,1,1.0,positive,1,0.961212460240991,1,0
5,26.45,36.38,1992/07/01,20.94,55.0,11.42,15.9,01.14,N,26°45 36°38 1992/07/01 20°94 55 11°42 15°90 OI°I4 N,1,1.0,positive,1,0.7318908066404385,1,0
5,21.42,39.83,1993/12/14,29.23,72.0,14.71,15.31,04.28,N,21°42 39°83 1993/12/14 29°23 72 14°71 15°31 04°28 N,1,1.0,positive,1,0.8501670703407964,1,0
5,28.4,36.73,1993/01/23,20.64,46.0,9.45,9.53,0r-23.,COT,28°40 36°73 1993/01/23 20°64 46 09°45 09°53 or-23. COT,1,0.0,positive,0,0.35588277667144386,0,1
5,28.4,36.73,1993/02/22,26.39,55.0,11.62,12.12,03.46,T,28°40 36°73 1993/02/22 26°39 55 11°62 I2°I2 03°46 T,1,0.0,positive,1,0.5990727743916442,1,0
5,21.42,39.83,1993/12/14,29.23,72.0,14.71,15.31,04.28,N,21°42 39°83 1993/12/14 29°23 72 14°71 15°31 04°28 N,1,1.0,positive,1,0.8501670703407964,1,0
5,24.6,46.45,1998/10/21,28.22,53.0,11.46,12.86,05.87,N,24°60 46°45 1998/10/21 28°22 53 11°46 12°86 05°87 N,1,1.0,positive,1,0.6195834725317438,1,0
5,27.52,41.7,1998/12/20,40.2,89.0,16.95,18.35,07.13,N,27°52 41°70 1998/12/20 40°20 89 16°95 18°35 07°13 N,1,1.0,positive,1,0.9444208266642634,1,0
5,26.35,43.95,1999/01/18,22.83,52.0,10.44,10.65,02.13,T,26°35 43°95 1999/01/18 22°83 52 10°44 10°65 02°13 T,1,0.0,positive,0,0.4629682229195702,0,1
5,24.6,46.5,1999/03/18,20.27,48.0,10.54,11.3,04.11,T,24°60 46°50 1999/03/18 20°27 48 10°54 II°30 O4'II T,1,0.0,positive,0,0.4963102249004632,0,1
5,26.35,43.95,1999/10/10,27.12,53.0,11.41,13.15,06.58,N,26°35 43°95 1999/10/10 27°12 53 II°41 13°15 06°58 N,1,1.0,positive,1,0.6284068990120872,1,0
5,24.6,46.45,2000/03/07,34.01,74.0,16.12,17.0,05.26,N,24:60 46°45 2000/03/07 34°01 74 16°12 17:00 05°26 N,1,1.0,positive,1,0.9153106321291724,1,0
5,27.52,41.7,2000/12/26,21.08,40.0,7.69,8.86,04.40,T,27°52 41°70 2000/12/26 21:08 40 07°69 08°86 04°40 T,1,0.0,positive,0,0.24009710215011495,0,1
5,21.42,39.83,2001/01/25,25.99,49.0,10.31,11.23,04.46,T,21°42 39°83 2001/01/25 25°99 49 10°31 11°23 04°46 T,1,0.0,positive,0,0.47920467447604737,0,1
5,24.6,46.45,2001/01/25,25.46,48.0,9.8,11.02,05.05,T,24°60 46°45 2001/01/25 25°46 48 09°80 II°02 05°05 T,1,0.0,positive,0,0.43849431089707575,0,1
5,28.4,36.73,2001/02/24,31.14,62.0,12.77,14.31,06.53,N,28°40 36°73 2001/02/24 31°14 62 12°77 14°31 06°53 N,1,1.0,positive,1,0.7449478280013717,1,0
5,28.4,36.73,2001/04/24,24.64,52.0,10.81,12.42,06.14,N,28:40 36°73 2001/04/24 24°64 52 10°81 12°42 06-14 N,1,1.0,positive,1,0.5619774199055562,1,0
5,21.42,39.83,2001/04/24,24.29,51.0,111.31,12.21,04.62,N,21°42 39°83 2001/04/24 24°29 51 I1I°31 12°21 04°62 N,1,1.0,positive,1,0.9999999999889313,1,0
5,21.42,39.83,2001/06/22,28.13,67.0,14.09,15.21,05.78,N,21°42 39°83 2001/06/22 28°13 67 14°09 15°21 05°78 N,1,1.0,positive,1,0.8263582163005331,1,0
5,27.52,41.7,2001/11/16,31.68,64.0,12.39,16.21,10.53,N,27°52 41°70 2001/11/16 31°68 64 12°39 16°21 10°53 N,1,1.0,positive,1,0.7869965024312173,1,0
5,24.6,46.45,2002/01/14,24.96,48.0,9.53,11.51,06.49,N,24°60 46°45 2002/01/14 24°96 48 09°53 II°51 06°49 N,1,1.0,positive,0,0.4427751418794436,0,1
5,27.52,41.7,2002/02/13,31.37,61.0,12.52,14.34,07.06,N,27°52 41°70 2002/02/13 31°37 61 12°52 14°34 07°06 N,1,1.0,positive,1,0.7337901938717716,1,0
5,26.35,43.95,2002/10/07,27.45,57.0,12.26,16.0,10.36,N,26°35 43°95 2002/10/07 27°45 57 12°26 16-00 10°36 N,1,1.0,positive,1,0.7742199982026092,1,0
5,27.52,41.7,2002/11/05,17.88,36.0,7.41,9.9,06.58,T,27°52 41°70 2002/11/05 17°88 36 07°41 09:90 06°58 T,1,0.0,positive,0,0.2600365655869922,0,1
5,26.35,43.95,2003/02/02,28.16,59.0,11.85,14.08,07.66,N,26°35 43°95 2003/02/02 28-16 59 11°85 14°08 07°66 N,1,1.0,positive,1,0.6900982362162317,1,0
5,27.52,41.7,2003/02/02,28.13,59.0,11.74,14.14,07.94,N,27°52 41°70 2003/02/02 28-13 59 11°74 14°14 07°94 N,1,1.0,positive,1,0.6864457891872451,1,0
5,21.42,39.83,2003/02/02,28.17,60.0,12.86,14.22,06.50,N,21°42 39°83 2003/02/02 28°17 60 12°86 14°22 06°50 N,1,1.0,positive,1,0.745924785241081,1,0
5,28.4,36.7,2003/02/02,28.16,60.0,11.76,14.29,08.19,N,28°40 36°70 2003/02/02 28-16 60 11°76 14°29 08-19 N,1,1.0,positive,1,0.693233959488555,1,0
5,24.6,46.45,2003/02/02,28.13,59.0,12.03,14.01,07.23,N,24:60 46°45 2003/02/02 28°13 59 12°03 I4‘OI 07°23 N,1,1.0,positive,1,0.6970521408465167,1,0
5,28.4,36.73,2003/08/28,22.55,49.0,10.52,12.36,06.52,T,28°40 36°73 2003/08/28 22°55 49 10°52 12°36 06°52 T,1,0.0,positive,1,0.5409268361890593,1,0
5,27.52,41.7,2003/09/27,35.93,65.0,13.79,20.04,14.68,N,27°52 41°70 2003/09/27 35°93 65 13°79 20°04 14°68 N,1,1.0,positive,1,0.9102984408214739,1,0
5,21.42,39.83,2003/09/27,36.06,68.0,15.3,20.3,13.12,N,21°42 39°83 2003/09/27 36°06 68 15°30 20°30 13°12 N,1,1.0,positive,1,0.9393792964777454,1,0
5,26.35,43.95,2003/09/27,35.78,65.0,14.04,19.94,14.31,N,26°35 43°95 2003/09/27 35°78 65 14:04 19°94 14°31 N,1,1.0,positive,1,0.913903058706971,1,0
5,28.4,36.73,2003/09/27,36.26,65.0,13.67,20.23,15.07,N,28:40 36°73 2003/09/27 36°26 65 13°67 20°23 15'O7 N,1,1.0,positive,1,0.910536986652855,1,0
5,27.52,41.7,2003/10/26,25.74,46.0,9.39,14.55,11.17,T,27°52 41°70 2003/10/26 25°74 46 09°39 14°55 II-17 T,1,0.0,positive,1,0.5641988279016198,1,0
5,28.4,36.73,2003/12/24,28.99,65.0,11.48,16.86,12.43,N,28°40 36°73 2003/12/24 28°99 65 11°48 16°86 12°43 N,1,1.0,positive,1,0.7673593537537062,1,0
5,21.42,39.83,2003/12/24,29.03,68.0,13.05,16.81,10.68,N,21°42 39°83 2003/12/24 29°03 68 13°05 16°81 10°68 N,1,1.0,positive,1,0.8289477505080484,1,0
5,26.35,43.95,2003/12/24,28.59,65.0,11.76,16.61,11.81,N,26°35 43°95 2003/12/24 28°59 65 11°76 16°61 11-81 N,1,1.0,positive,1,0.7720642790438709,1,0
5,24.6,46.45,2004/01/23,41.46,103.0,20.37,22.79,10.45,N,24°60 46°45 2004/01/23 41°46 103 20°37 22°79 10°45 N,1,1.0,positive,1,0.9885966246780081,1,0
5,27.52,41.7,2004/01/23,41.69,104.0,19.89,22.93,11.66,N,27°52 41°70 2004/01/23 41°69 104 19°89 22°93 11°66 N,1,1.0,positive,1,0.9874812055371742,1,0
5,26.35,43.95,2004/01/23,41.58,103.0,20.08,22.87,11.18,N,26°35 43°95 2004/01/23 41°58 103 20°08 22°87 II‘18 N,1,1.0,positive,1,0.9879194286248997,1,0
5,28.4,36.73,2004/01/23,42.0,105.0,19.85,23.1,12.06,N,28°40 36°73 2004/01/23 42:00 105 19°85 23°10 12°06 N,1,1.0,positive,1,0.9877290202678098,1,0
5,21.42,39.83,2004/05/20,35.04,75.0,15.35,15.35,00.08,)6-UN,21°42 39°83 2004/05/20 35°04 75 15°35 15°35 00:08 )=6— UN,1,1.0,positive,1,0.8704217740038537,1,0
6,24.6,46.45,2004/06/19,43.31,95.0,18.86,19.42,,04.73N,24:60 46°45 2004/06/19 43°31 95 18°86 19°42 04°73 N,1,1.0,positive,1,0.9706309612997731,1,0
6,27.52,41.7,2004/08/17,38.42,67.0,14.49,18.38,,11.43N,27°52 41°70 2004/08/17 38-42 67 14°49 18°38 11°43 N,1,1.0,positive,1,0.9008518916642287,1,0
6,28.4,36.73,2004/09/15,25.15,41.0,8.91,9.05,,01.56T,28-40 36°73 2004/09/15 25°15 4I 08-91 9°05 O1°56 T,1,0.0,positive,0,0.3068618222820589,0,1
6,21.42,39.83,2004/09/16,48.92,78.0,17.63,21.03,,11.66N,21°42 39°83 2004/09/16 48°92 78 17°63 21°03 11°66 N,1,1.0,positive,1,0.9693834691372218,1,0
6,28.4,36.73,2005/01/11,26.88,67.0,12.19,16.11,,10.61N,28°40 36°73 2005/01/II 26°88 67 I2‘19 16°11 10°61 N,1,1.0,positive,1,0.7759908405719366,1,0
6,24.54,39.63,2005/02/09,16.74,40.0,8.39,9.88,,05.22T,24°54 39°63 2005/02/09 16°74 40 8°39 09°88 05°22 T,1,0.0,positive,0,0.3096264407613693,0,1
6,21.42,39.83,2005/08/06,21.19,64.0,14.3,16.36,,08.03N,21°42 39°83 2005/08/06 21°19 64 14°30 16°36 08:03 N,1,1.0,positive,1,0.8591454749580277,1,0
6,24.6,46.45,2005/08/06,20.83,63.0,13.69,16.22,,08.79N,24:60 46°45 2005/08/06 20°83 63 13°69 16:22 08:79 N,1,1.0,positive,1,0.8363553499494144,1,0
6,26.35,43.95,2005/08/06,21.04,63.0,13.46,16.33,,09.33N,26°35 43°95 2005/08/06 21°04 63 13°46 16°33 09°33 N,1,1.0,positive,1,0.8310509683356445,1,0
6,24.54,39.63,2005/09/05,44.34,61.0,13.76,13.77,,0.40N,24°54 39°63 2005/09/05 44°34 61 13°76 13°77 0-40 N,1,1.0,positive,1,0.7728016417895203,1,0
6,26.35,43.95,2005/11/03,37.33,51.0,9.65,18.9,,16.33N,"26°35 43°95 2005/11/03 37°33 51 09°65 18-90 16°33, N",1,1.0,positive,1,0.7461206793320104,1,0
6,27.52,41.7,2005/11/03,37.45,50.0,9.34,18.98,,16.59N,27°52 41°70 2005/11/03 37°45 50 09°34 18°98 16:59 N,1,1.0,positive,1,0.7337663330788277,1,0
6,21.42,39.83,2006/01/01,48.59,89.0,17.09,20.33,,1119N,21°42 39°83 2006/o1/O1 48°59 89 17°09 20°33 II‘19 N,1,1.0,positive,1,0.9611846512862727,1,0
6,24.54,39.63,2006/01/01,48.5,88.0,16.34,20.31,,12.23N,24°54 39°63 2006/o1/O1 48°50 88 16°34 20°31 12°23 N,1,1.0,positive,1,0.9533967777781269,1,0
6,24.54,39.63,2006/02/28,14.88,36.0,7.91,8.11,,01.81T,24°54 39°63 2006/02/28 14°88 36 07°91 O8-II O1-81 T,1,0.0,positive,0,0.22613341464158343,0,1
6,28.4,36.73,2006/07/26,35.94,64.0,13.33,16.44,,09.70N,28°40 36°73 2006/07/26 35°94 64 13°33 16°44 09°70 N,1,1.0,positive,1,0.8292869026927208,1,0
6,26.35,43.95,2006/12/21,24.27,43.0,7.83,12.81,,10.17T,26°35 43°95 2006/12/21 24°27 43 07°83 12°81 10°17 T,1,0.0,positive,0,0.3934183439645669,0,1
6,27.52,41.7,2006/12/22,48.38,108.0,18.71,24.82,,16.62N,27°52 41°70 2006/12/22 48°38 108 18°71 24°82 16°62 N,1,1.0,positive,1,0.9879177970438445,1,0
6,21.42,39.83,2007/08/14,40.83,60.0,13.81,19.35,,13.69N,21°42 39°83 2007/08/14 40°83 60 13'81 19°35 13°69 N,1,1.0,positive,1,0.9001482295932965,1,0
6,28.4,36.73,2008/08/02,29.81,47.0,10.02,16.07,,12.63N,28-40 36°73 2008/08/02 29°81 A7 10:02 16:07 12°63 N,1,1.0,positive,1,0.6633449098599046,1,0
6,27.52,41.7,2008/12/29,50.43,102.0,19.0,21.89,,1109N,27°52 41°70 2008/12/29 50°43 102 19°00 21°89 II‘09 N,1,1.0,positive,1,0.9813883871738149,1,0
6,24.54,39.63,2009/01/27,31.14,65.0,13.56,13.64,,01.53N,24°54 39°63 2009/01/27 31°14 65 13°56 13°64 01°53 N,1,1.0,positive,1,0.7604993732879768,1,0
6,26.35,43.95,2009/01/27,30.8,65.0,13.34,13.49,,02.00N,26°35 43°95 2009/01/27 30°80 65 13°34 13°49 02:00 N,1,1.0,positive,1,0.7455031661172246,1,0
6,27.52,41.7,2009/01/27,30.92,66.0,13.35,13.55,,02.32N,27°52 41°70 2009/01/27 30°92 66 13°35 13°55 02°32 N,1,1.0,positive,1,0.7480945306697534,1,0
6,24.6,46.45,2009/07/23,37.14,66.0,14.62,21.36,,15.74N,24:60 46°45 2009/07/23 37°14 66 14°62 21°36 15°74 N,1,1.0,positive,1,0.9400578411059602,1,0
6,26.35,43.95,2009/07/23,37.36,65.0,14.18,21.51,,16.34N,26°35 43°95 2009/07/23 37°36 65 14°18 21°51 16°34 N,1,1.0,positive,1,0.9351162441073001,1,0
6,24.6,46.45,2009/08/21,29.36,36.0,8.18,14.67,,12.22T,24°60 46°45 2009/08/21 29°36 36 08-18 14°67 12°22 T,1,0.0,positive,0,0.4922911963272282,0,1
6,26.35,43.95,2009/10/19,32.99,35.0,6.99,17.47,,16.058T,26°35 43°95 2009/10/19 32°99 35 06:99 17°47 16-05 §8T,1,0.0,positive,1,0.5387663933406062,1,0
6,26.35,43.95,2009/11/18,42.85,70.0,12.74,20.57,,16.28N,26°35 43°95 2009/11/18 42°85 70 12°74 20°57 16°28 N,1,1.0,positive,1,0.8958284489345489,1,0
6,25.62,45.62,2009/11/18,42.88,70.0,12.92,20.52,,16.07N,25°62 45°62 2009/11/18 42°88 70 12°92 20°52 16°07 N,1,1.0,positive,1,0.899156083213594,1,0
6,25.62,45.62,2009/12/17,26.13,48.0,9.09,111.5,,07.07T,25°62 45°62 2009/12/17 26°13 48 09:09 I1I°50 07:07 T,1,0.0,positive,1,0.9999999550850158,1,0
6,25.25,45.25,2009/12/17,26.17,48.0,9.16,11.51,,07.01T,25°25 45°25 2009/12/17 26°17 48 09°16 II‘51 O7°OI T,1,0.0,positive,0,0.42018813222429785,0,1
6,28.4,36.73,2010/04/15,27.49,65.0,13.21,13.51,,02.85N,28°40 36°73 2010/04/15 27°49 65 13°21 13°51 02°85 N,1,1.0,positive,1,0.7399801603973264,1,0
6,24.54,39.63,2010/04/15,27.24,61.0,12.85,13.4,,03.84N,24°54 39°63 2010/04/15 27°24 61 12°85 13°40 03°84 N,1,1.0,positive,1,0.7178528676100995,1,0
6,24.54,39.63,2010/06/13,28.94,68.0,13.87,15.22,,06.34N,24°54 39°63 2010/06/13 28°94 68 13°87 15°22 06°34 N,1,1.0,positive,1,0.818743946175446,1,0
6,26.35,43.95,2010/06/13,28.72,67.0,13.53,15.11,,06.79N,26°35 43°95 2010/06/13 28°72 67 13°53 I5‘1I 06°79 N,1,1.0,positive,1,0.8027209956467742,1,0
6,28.4,36.73,2010/06/13,29.28,68.0,13.5,15.44,,07.55N,28-40 36°73 2010/06/13 29°28 68 13°50 15°44 07°55 N,1,1.0,positive,1,0.8105729833014448,1,0
6,25.25,45.25,2010/06/13,28.59,67.0,13.61,15.03,,06.44N,25°25 45°25 2010/06/13 28°59 67 13°61 15°03 06°44 N,1,1.0,positive,1,0.8036859300513572,1,0
6,28.4,36.73,2010/08/11,37.13,48.0,10.37,18.98,,15.99T,28°40 36°73 2010/08/11 37°13 48 10°37 18:98 15°99 T,1,0.0,positive,1,0.7804803347935706,1,0
6,26.37,49.82,2010/08/11,36.21,48.0,10.74,19.3,,16.13N,26°37 49°82 2010/08/II 36-21 48 10°74 19°30 16°13 N,1,1.0,positive,1,0.8046780340092555,1,0
6,24.39,39.63,2010/10/09,44.27,65.0,13.08,25.29,,21.83N,24°39 39°63 2010/10/09 44°27 65 13°08 25°29 21°83 N,1,1.0,positive,1,0.9546395871264975,1,0
6,24.6,46.45,2010/10/09,43.82,63.0,12.83,25.04,,21.69N,24:60 46°45 2010/10/09 43°82 63 12°83 25°04 21°69 N,1,1.0,positive,1,0.9497696379385127,1,0
6,26.35,43.95,2010/10/09,43.97,61.0,12.23,25.15,,22.14N,26°35 43°95 2010/10/09 43°97 61 12°23 25°15 22°14 N,1,1.0,positive,1,0.9430810520544737,1,0
6,25.25,45.25,2010/10/09,43.89,63.0,12.62,25.09,,21.87N,25°25 45°25 2010/10/09 43°89 63 12°62 25°09 21°87 N,1,1.0,positive,1,0.9476463566648975,1,0
6,26.37,49.82,2010/10/09,43.58,61.0,12.08,24.93,,21.98N,26°37 49°82 2010/10/09 43°58 61 12°08 24°93 21°98 N,1,1.0,positive,1,0.93890115102776,1,0
6,25.62,45.62,2010/10/09,43.86,62.0,12.47,25.08,,21.94N,25°62 45°62 2010/10/09 43°86 62 12°47 25°08 21°94 N,1,1.0,positive,1,0.9456299930854388,1,0
6,27.52,41.7,2010/11/07,33.57,53.0,10.06,18.09,,1511T,27°52 41°70 2010/11/07 33°57 53 10°06 18°09 I5‘1I T,1,0.0,positive,1,0.7392347544097222,1,0
6,21.42,39.83,2010/11/07,33.83,59.0,11.77,18.15,,13.92N,21°42 39°83 2010/11/07 33°83 59 11°77 18°15 13°92 N,1,1.0,positive,1,0.8150454636642096,1,0
6,24.39,39.63,2010/11/07,33.78,56.0,10.99,18.16,,14.55N,24°39 39°63 2010/11/07 33°78 56 10°99 18°16 14°55 N,1,1.0,positive,1,0.7838315281129091,1,0
6,24.6,46.45,2010/11/07,33.32,55.0,10.74,17.92,,14.44N,24°60 46°45 2010/11/07 33°32 55 10°74 17°92 14°44 N,1,1.0,positive,1,0.7655993826620348,1,0
6,25.25,45.25,2010/11/07,33.38,54.0,10.59,17.97,,14.59T,25°25 45°25 2010/11/07 33°38 54 10°59 17°97 14°59 T,1,0.0,positive,1,0.760252070989129,1,0
6,24.39,39.63,2010/12/06,20.51,40.0,7.87,10.2,,06.50T,24°39 39°63 2010/12/06 20°51 40 07°87 10°20 06°50 T,1,0.0,positive,0,0.29399380200455044,0,1
6,24.6,46.45,2010/12/06,20.05,39.0,7.64,9.97,,06.42T,24°60 46°45 2010/12/06 20°05 39 07°64 09°97 06°42 T,1,0.0,positive,0,0.2741098025579313,0,1
6,25.62,45.62,2010/12/06,20.07,39.0,7.52,9.99,,06.59T,25°62 45°62 2010/12/06 20:07 39 07°52 09:99 06°59 T,1,0.0,positive,0,0.26888509521078025,0,1
6,24.39,39.63,2011/01/05,29.28,67.0,13.5,13.75,,02.67N,24°39 39°63 2011/01/05 29°28 67 13°50 13°75 02°67 N,1,1.0,positive,1,0.7615488643649677,1,0
6,24.6,46.45,2011/01/05,29.82,66.0,13.27,13.54,,02.68N,24°60 46°45 2011/01/05 29°82 66 13°27 13°54 02°68 N,1,1.0,positive,1,0.743994972916701,1,0
6,24.39,39.63,2011/04/04,24.8,50.0,10.7,11.43,,04.04T,24°39 39°63 2011/04/04 24°80 50 10:70 11°43 04:04 T,1,0.0,positive,1,0.5123030259428766,1,0
6,21.42,39.83,2011/05/04,32.74,70.0,14.74,14.76,,00.79N,21°42 39°83 2011/05/04 32°74 70 14°74 14°76 00°79 N,1,1.0,positive,1,0.8384488530068106,1,0
7,27.52,41.7,2011/05/04,32.76,74.0,14.74,14.77,01-.000,N,27°52 41°70 2011/05/04 32°76 74 14°74 14°77 OI-°00O N,1,1.0,positive,1,0.839147179787986,1,0
7,21.42,39.83,2011/07/02,31.46,56.0,12.1,15.96,10.48,N,21°42 39°83 2011/07/02 31°46 56 12-10 15°96 10°48 N,1,1.0,positive,1,0.7657930617479836,1,0
7,24.39,39.63,2011/07/02,31.57,54.0,11.53,16.05,11.24,N,24°39 39°63 2011/07/02 31°57 54 11°53 16°05 II-24 N,1,1.0,positive,1,0.7420491121699518,1,0
7,24.6,46.45,2011/07/02,31.12,53.0,11.3,15.82,11.14,N,24°60 46°45 2011/07/02 31°12 53 11°30 15°82 II‘I4 N,1,1.0,positive,1,0.7228898054960018,1,0
7,28.4,36.73,2011/07/02,31.91,52.0,10.76,16.28,12.29,T,28°40 36°73 2011/07/02 31°91 52 10°76 16°28 12°29 T,1,0.0,positive,1,0.7115591095027056,1,0
7,25.62,45.62,2011/07/02,31.22,53.0,11.12,15.88,11.41,N,25°62 45°62 2011/07/02 31°22 53 II-12 15°88 II-41 N,1,1.0,positive,1,0.7159367067532121,1,0
7,26.37,49.82,2011/08/30,35.99,41.0,9.07,9.22,01.70,T,26°37 49°82 2011/08/30 35°99 4I 09:07 09:22 01-70 T,1,0.0,positive,0,0.32176642610498424,0,1
7,24.6,46.45,2011/09/28,27.6,32.0,6.98,16.55,15.04,T,24°60 46°45 2011/09/28 27°60 32 06°98 16°55 15°04 T,1,0.0,positive,0,0.49788019219415014,0,1
7,21.42,39.83,2011/10/28,48.86,84.0,16.9,24.63,18.19,N,21°42 39°83 2011/10/28 48°86 84 16:90 24°63 18-19 N,1,1.0,positive,1,0.980158247266944,1,0
7,24.39,39.63,2011/10/28,48.82,82.0,15.9,24.64,19.07,N,24°39 39°63 2011/10/28 48°82 82 15°90 24°64 19°07 N,1,1.0,positive,1,0.974692682232566,1,0
7,24.6,46.45,2011/10/28,48.36,80.0,15.63,24.38,18.95,N,24°60 46°45 2011/10/28 48°36 80 15°63 24°38 18°95 N,1,1.0,positive,1,0.9717287216765853,1,0
7,28.4,36.73,2011/10/28,48.94,78.0,14.56,24.75,20.24,N,28-40 36°73 2011/10/28 48:94 78 14°56 24°75 20°24 N,1,1.0,positive,1,0.965545206303984,1,0
7,25.25,45.25,2011/10/28,48.43,80.0,15.44,24.42,19.16,N,25°25 45°25 2011/10/28 48°43 80 15°44 24°42 19°16 N,1,1.0,positive,1,0.9705977937389711,1,0
7,25.62,45.62,2011/10/28,48.4,79.0,15.3,24.41,19.25,N,25°62 45°62 2011/10/28 48°40 79 15°30 24°41 19°25 N,1,1.0,positive,1,0.9695105410526806,1,0
7,26.37,49.82,2011/10/28,48.1,78.0,14.93,24.25,19.34,N,26°37 49°82 2011/10/28 48-10 78 14°93 24°25 19°34 N,1,1.0,positive,1,0.9657375103491784,1,0
7,24.6,46.45,2011/11/26,31.92,73.0,4.12,17.56,10.55,N,24°60 46°45 2011/11/26 31°92 73 4°12 17°56 10°55 N,1,1.0,positive,0,0.37501165282506554,0,1
7,28.4,36.73,2011/11/26,32.45,74.0,13.57,17.9,11.78,N,28°40 36°73 2011/11/26 32°45 74 13°57 17°90 11°78 N,1,1.0,positive,1,0.8699940263774135,1,0
7,25.25,45.25,2011/11/26,31.98,73.0,14.02,17.6,10.75,N,25°25 45°25 2011/11/26 31:98 73 14°02 17°60 10°75 N,1,1.0,positive,1,0.8765626031483422,1,0
7,25.62,45.62,2011/11/26,31.95,73.0,13.93,17.59,10.84,N,25°62 45°62 2011/11/26 31°95 73 13°93 17°59 10°84 N,1,1.0,positive,1,0.8739282086823479,1,0
7,24.39,39.63,2011/12/25,20.57,52.0,10.49,10.73,02.29,T,24°39 39°63 2011/12/25 20°57 52 10°49 10°73 02°29 T,1,0.0,positive,0,0.4695014216951528,0,1
7,24.6,46.45,2011/12/25,20.1,51.0,10.24,10.48,02.25,T,24°60 46°45 2011/12/25 20°10 51 10°24 10°48 02°25 T,1,0.0,positive,0,0.443151720878051,0,1
7,26.35,43.95,2011/12/25,20.21,52.0,10.21,10.55,02.65,T,26°35 43°95 2011/12/25 20°21 52 10°21 10°55 02°65 T,1,0.0,positive,0,0.44450301800268405,0,1
7,28.4,36.73,2011/12/25,20.61,54.0,10.3,10.77,03.18,T,28°40 36°73 2011/12/25 20°61 54 10°30 10°77 03°18 T,1,0.0,positive,0,0.45988279504528756,0,1
7,25.25,45.25,2011/12/25,20.16,51.0,10.24,10.52,02.40,T,25°25 45°25 2011/12/25 20°16 51 10:24 10°52 02°40 T,1,0.0,positive,0,0.44485603609132746,0,1
7,25.62,45.62,2011/12/25,20.12,51.0,10.21,10.5,02.48,T,25°62 45°62 2011/12/25 20°12 51 10°21 10°50 02°48 T,1,0.0,positive,0,0.4421611292043157,0,1
7,21.42,39.83,2012/01/24,31.43,72.0,15.8,15.97,02.33,N,21°42 39°83 2012/01/24 31°43 72 15°80 15°97 02°33 N,1,1.0,positive,1,0.8929400642920428,1,0
7,24.6,46.45,2012/01/24,30.9,74.0,15.64,15.7,01.36,N,24°60 46°45 2012/01/24 30°90 74 15°64 15°70 01:36 N,1,1.0,positive,1,0.8845686659649331,1,0
7,25.25,45.25,2012/01/24,30.96,74.0,15.69,15.73,01.15,N,25°25 45°25 2012/01/24 30°96 74 15°69 15°73 OI‘15 N,1,1.0,positive,1,0.8863559451450601,1,0
7,25.62,45.62,2012/01/24,30.93,75.0,15.68,15.72,01.04,N,25°62 45°62 2012/01/24 30°93 75 15°68 15°72 O1:04 N,1,1.0,positive,1,0.8860175246656965,1,0
7,24.39,39.63,2012/04/22,32.47,66.0,13.9,13.9,00.26,N,24°39 39°63 2012/04/22 32°47 66 13°90 13°90 00°26 N,1,1.0,positive,1,0.783432259548494,1,0
