Page,Lat_deg,Long_deg,Date_UT,Age_hrs,Lag_min,ARCV_deg,ARCL_deg,DAZ_deg,Means,raw_ocr_line,target_detectability,target_naked_eye,source_table,pred_twostep_stage1,pdet_twostep,stage1_match,stage1_mismatch
10,21.42,39.83,2005/08/05,21.20,29.0,6.33,6.35,0.45,,21°42 39°83 2005/08/05 21°20 29 06°33 06°35 00°45,0,,negative,0,0.12638253052340534,1,0
10,24.6,46.45,2005/08/05,20.84,29.0,6.18,6.22,0.75,,24:60 46°45 2005/08/05 20°84 29 06°18 06:22 00°75,0,,negative,0,0.11992902776228063,1,0
10,26.35,43.95,2005/08/05,21.05,30.0,6.21,6.3,1.05,,26°35 43°95 2005/08/05 21°05 30 06°21 06°30 OI'05,0,,negative,0,0.1222849570756977,1,0
10,27.52,41.7,2005/11/02,23.47,7.0,11.62,7.01,6.82,,27°52 41°70 2005/11/02 23°47 O7 O1I°62 O7:OI 06:82,0,,negative,0,0.37247173147512547,1,0
10,21.42,39.83,2005/12/31,11.63,19.0,3.88,7.86,6.83,,21°42 39°83 2005/12/31 11°63 19 03°88 07°86 06°83,0,,negative,0,0.09186115232919391,1,0
10,24.54,39.63,2005/12/31,11.54,18.0,3.42,7.86,7.08,,24°54 39°63 2005/12/31 11°54 18 03°42 07°86 07°08,0,,negative,0,0.08268032327013515,1,0
10,28.4,36.73,2006/07/25,11.95,29.0,5.89,6.0,1.16,,28-40 36°73 2006/07/25 II°95 29 05°89 06:00 OI'16,0,,negative,0,0.10878078722631758,1,0
10,21.42,39.83,2007/08/13,16.84,26.0,5.94,7.69,4.89,,21°42 39°83 2007/08/13 16°84 26 05°94 07°69 04°89,0,,negative,0,0.14164407476841745,1,0
10,28.4,36.73,2008/08/01,20.42,8.0,1.91,2.86,2.12,,28°40 36°73 2008/08/01 20°42 08 OI‘9I 02°86 02°12,0,,negative,0,0.025236646910610054,1,0
10,27.52,41.7,2009/04/25,12.35,33.0,6.67,7.7,3.85,,27°52 41°70 2009/04/25 12°35 33 06°67 07°70 03°85,0,,negative,0,0.16627531124901118,1,0
10,24.6,46.45,2009/07/22,13.15,22.0,4.78,7.23,5.43,,24°60 46°45 2009/07/22 13°15 22 04°78 07°23 05°43,0,,negative,0,0.10217734194563916,1,0
10,26.35,43.95,2009/07/22,13.37,22.0,4.68,7.38,5.71,,26°35 43°95 2009/07/22 13°37 22 04°68 07°38 05°71,0,,negative,0,0.10226903321300654,1,0
10,26.35,43.95,2009/11/17,19.00,18.0,3.61,9.73,9.04,,26°35 43°95 2009/11/17 19:00 18 03°61 09°73 09°04,0,,negative,0,0.11543102462753385,1,0
10,25.62,45.62,2009/11/17,18.91,19.0,3.7,9.68,8.96,,25°62 45°62 2009/11/17 18°91 19 03°70 09°68 08:96,0,,negative,0,0.11693338953540458,1,0
10,28.4,36.73,2010/06/12,05.27,12.0,2.45,2.46,0.05,,28°40 36°73 2010/06/12 05°27 12 02°45 02°46 00°05,0,,negative,0,0.026985755094698947,1,0
10,25.25,45.25,2010/06/12,04.58,10.0,2.12,2.16,0.44,,25°25 45°25 2010/06/12 04°58 10 02°12 02°16 00°44,0,,negative,0,0.02364381263715523,1,0
10,28.4,36.73,2010/08/10,13.15,7.0,1.74,8.36,8.18,,28°40 36°73 2010/08/10 13°15 O7 O1°74 08°36 08-18,0,,negative,0,0.06021156423092586,1,0
10,26.37,49.82,2010/08/10,12.23,78.0,1.69,7.85,7.66,,26°37 49°82 2010/08/10 12°23 078 O1:69 07°85 07°66,0,,negative,0,0.058018427487810637,1,0
10,24.39,39.63,2010/10/08,20.29,17.0,3.69,12.4,11.84,,24°39 39°63 2010/10/08 20°29 17 03°69 12°40 11°84,0,,negative,0,0.17414338322276363,1,0
10,24.6,46.45,2010/10/08,19.83,16.0,3.47,12.17,11.67,,24°60 46°45 2010/10/08 19°83 16 03°47 12°17 11°67,0,,negative,0,0.1608580210551794,1,0
10,26.35,43.95,2010/10/08,19.99,14.0,3.17,12.27,11.86,,26°35 43°95 2010/10/08 19°99 14 03°17 12°27 11°86,0,,negative,0,0.15303554261139246,1,0
10,25.25,45.25,2010/10/08,19.91,15.0,3.37,12.21,11.75,,25°25 45°25 2010/10/08 19°91 15 03°37 12°21 11°75,0,,negative,0,0.15833034703136276,1,0
10,26.37,49.82,2010/10/08,19.60,14.0,3.02,12.07,11.69,,26°37 49°82 2010/10/08 19°60 14 03°02 12°07 11°69,0,,negative,0,0.14395239079293423,1,0
10,25.62,45.62,2010/10/08,19.88,15.0,3.28,12.21,11.76,,25°62 45°62 2010/10/08 19°88 15 03°28 12-21 11-76,0,,negative,0,0.15536790269018033,1,0
11,24.6,46.45,2010/11/06,09.33,2.0,0.52,6.18,6.16,,24°60 46°45 2010/11/06 09:33 o2 00:52 06:18 06:16,0,,negative,0,0.0313098739102191,1,0
11,25.25,45.25,2010/11/06,09.39,2.0,0.47,6.21,6.2,,25°25 45°25 2010/11/06 09°39 O2 00°47 06°21 06°20,0,,negative,0,0.03109020936816079,1,0
11,24.6,46.45,2011/01/04,11.80,9.0,2.01,2.03,0.28,,24:60 46°45 2011/01/04 11°80 09 02°01 02°03 00°28,0,,negative,0,0.02250176821620223,1,0
11,21.42,39.83,2011/05/03,18.74,17.0,3.58,4.5,2.74,,21°42 39°83 2011/05/03 18°74 17 03°58 04°50 02°74,0,,negative,0,0.04985795175615267,1,0
11,24.39,39.63,2011/05/03,18.82,18.0,3.75,4.5,2.49,,24°39 39°63 2011/05/03 18-82 18 03°75 04°50 02°49,0,,negative,0,0.05194336567038412,1,0
11,27.52,41.7,2011/05/03,18.75,19.0,3.86,4.46,2.23,,27°52 41°70 2011/05/03 18°75 19 03°86 04°46 02°23,0,,negative,0,0.05300412222787758,1,0
11,21.42,39.83,2011/07/01,21.45,7.0,1.63,3.71,3.34,,21°42 39°83 2011/07/01 21°45 O7 01°63 03°71 03°34,0,,negative,0,0.027179323959626914,1,0
11,24.39,39.63,2011/07/01,21.57,7.0,1.48,3.81,3.51,,24°39 39°63 2011/07/01 21°57 O7 01°48 03°81 03°51,0,,negative,0,0.026653513718866574,1,0
11,24.6,46.45,2011/07/01,21.12,6.0,1.28,3.61,3.38,,24°60 46°45 2011/07/o1 21°12 06 01°28 03°61 03°38,0,,negative,0,0.02453104701956542,1,0
11,28.4,36.73,2011/07/01,21.91,6.0,11.34,4.02,3.8,,28°40 36°73 2011/07/o1 21-91 06 O1I°34 04°02 03°80,0,,negative,0,0.24819847847702947,1,0
11,25.62,45.62,2011/07/01,21.22,6.0,1.25,3.67,3.45,,25°62 45°62 2011/07/01 21°22 06 OI'25 03°67 03°45,0,,negative,0,0.02460026600104047,1,0
11,21.42,39.83,2011/10/27,18.87,27.0,5.79,11.0,9.37,,21°42 39°83 2011/10/27 18°87 27 05°79 II‘00 09°37,0,,negative,0,0.21979127858925937,1,0
11,24.6,46.45,2011/10/27,18.37,24.0,5.02,10.76,9.53,,24:60 46°45 2011/10/27 18°37 24 05:02 10°76 09°53,0,,negative,0,0.1820468492167174,1,0
11,28.4,36.73,2011/10/27,18.95,23.0,4.6,11.13,10.15,,28°40 36°73 2011/10/27 18°95 23 04°60 II‘13 IO'I5,0,,negative,0,0.1759430204180814,1,0
11,25.25,45.25,2011/10/27,18.44,24.0,4.94,10.81,9.63,,25°25 45°25 2011/10/27 18°44 24 04°94 10°81 09°63,0,,negative,0,0.18037284711248844,1,0
11,25.62,45.62,2011/10/27,18.41,23.0,4.86,10.8,9.65,,25°62 45°62 2011/10/27 18-41 23 04°86 10°80 09°65,0,,negative,0,0.17707067680370783,1,0
11,26.37,49.82,2011/10/27,18.12,22.0,4.6,10.65,9.61,,26°37 49°82 2011/10/27 18-12 22 04°60 10°65 09°61,0,,negative,0,0.16413396231925573,1,0
11,21.42,39.83,2011/11/25,08.46,13.0,2.89,4.31,3.2,,21°42 39°83 2011/11/25 08°46 13 02°89 04°31 03°20,0,,negative,0,0.04087868023079769,1,0
11,24.39,39.63,2011/11/25,08.39,13.0,2.66,4.3,3.38,,24°39 39°63 2011/11/25 08°39 13 02°66 04°30 03°38,0,,negative,0,0.038628048819835385,1,0
11,28.4,36.73,2011/11/25,08.45,12.0,2.43,4.39,3.66,,28°40 36°73 2011/11/25 08°45 12 02°43 04°39 03°66,0,,negative,0,0.03707771776277252,1,0
11,21.42,39.83,2012/01/23,07.42,16.0,3.62,5.02,3.49,,21°42 39°83 2012/01/23 07°42 16 03°62 05°02 03°49,0,,negative,0,0.054754410931983896,1,0
11,24.6,46.45,2012/01/23,06.89,16.0,3.54,4.81,3.26,,24°60 46°45 2012/01/23 06°89 16 03°54 04°81 03°26,0,,negative,0,0.05191952859917993,1,0
11,25.25,45.25,2012/01/23,06.95,17.0,3.61,4.83,3.2,,25°25 45°25 2012/01/23 06°95 17 03°61 04°83 03°20,0,,negative,0,0.05299988033591902,1,0
11,25.62,45.62,2012/01/23,06.91,17.0,3.62,4.81,3.17,,25°62 45°62 2012/01/23 06°91 17 03°62 04°81 03°17,0,,negative,0,0.05295157269645635,1,0
11,21.42,39.83,2012/04/21,08.40,14.0,3.04,3.89,2.43,,21°42 39°83 2012/04/21 08-40 14 03:04 03°89 02°43,0,,negative,0,0.03955501444565064,1,0
11,24.39,39.63,2012/04/21,08.46,15.0,3.19,3.88,2.21,,24°39 39°63 2012/04/21 08°46 15 03°19 03°88 02°21,0,,negative,0,0.04096399906886016,1,0
11,21.42,39.83,2012/07/19,11.68,6.0,1.38,7.03,6.9,,21°42 39°83 2012/07/19 11°68 06 01°38 07°03 06:90,0,,negative,0,0.044454823163661936,1,0
11,24.6,46.45,2012/07/19,11.34,3.0,0.83,6.95,6.9,,24°60 46°45 2012/07/19 11°34 03 00°83 06°95 06:90,0,,negative,0,0.03837965465925197,1,0
11,24.39,39.63,2012/07/19,11.79,4.0,1.02,7.12,7.04,,24°39 39°63 2012/07/19 11°79 O4 OI°02 O7°I2 07°04,0,,negative,0,0.04134421791119081,1,0
11,26.35,43.95,2012/07/19,11.56,3.0,0.68,7.06,7.03,,26°35 43°95 2012/07/19 11°56 03 00°68 07°06 07°03,0,,negative,0,0.0377081269838198,1,0
11,25.62,45.62,2012/07/19,11.43,3.0,0.73,7.0,6.96,,25°62 45°62 2012/07/19 II°43 03 00°73 07°00 06:96,0,,negative,0,0.037784016524080206,1,0
11,21.42,39.83,2012/09/16,13.20,5.0,1.34,2.85,2.52,,21°42 39°83 2012/09/16 13°20 O05 01°34 02°85 02°52,0,,negative,0,0.021879611946920532,1,0
11,24.6,46.45,2012/09/16,12.77,3.0,0.72,2.33,2.21,,24°60 46°45 2012/09/16 12°77 03 00°72 02°33 02°21,0,,negative,0,0.01719373040504874,1,0
11,26.35,43.95,2012/09/16,12.94,2.0,0.53,2.26,2.19,,26°35 43°95 2012/09/16 12°94 O2 00°53 02°26 02°19,0,,negative,0,0.016204958627136522,1,0
11,25.25,45.25,2012/09/16,12.85,2.0,0.66,2.31,2.21,,25°25 45°25 2012/09/16 12°85 02 00°66 02°31 02°21,0,,negative,0,0.01687151693933332,1,0
11,25.62,45.62,2012/09/16,12.83,2.0,0.6,2.27,2.19,,25°62 45°62 2012/09/16 12°83 02 00:60 02°27 02°19,0,,negative,0,0.016513087519090978,1,0
11,24.6,46.45,2012/11/14,15.99,33.0,6.7,8.81,5.73,,24°60 46°45 2012/11/14 15°99 33 06°70 08-81 05°73,0,,negative,0,0.19572838142790533,1,0
11,26.35,43.95,2012/11/14,116.11,33.0,6.57,8.9,6.02,,26°35 43°95 2012/11/14 I16°II 33 06°57 08-90 06:02,0,,negative,0,0.19309355024385874,1,0
11,27.52,41.7,2012/11/14,16.23,33.0,6.49,8.98,6.22,,27°52 41°70 2012/11/14 16°23 33 06°49 08:98 06°22,0,,negative,0,0.19214418750923848,1,0
11,28.4,36.73,2012/11/14,16.54,33.0,6.53,9.17,6.45,,28-40 36°73 2012/11/14 16°54 33 06°53 09°17 06°45,0,,negative,0,0.1988674239194805,1,0
11,25.25,45.25,2012/11/14,16.06,33.0,6.66,8.85,5.84,,25°25 45°25 2012/11/14 16°06 33 06°66 08°85 05°84,0,,negative,0,0.19524834019893306,1,0
11,25.62,45.62,2012/11/14,16.02,33.0,6.61,8.84,5.88,,25°62 45°62 2012/11/14 16-02 33 06°61 08°84 05°88,0,,negative,0,0.1930312904219225,1,0
11,26.37,49.82,2012/11/14,15.72,32.0,6.38,8.67,5.88,,26°37 49°82 2012/11/14 15°72 32 06°38 08°67 05°88,0,,negative,0,0.17977369581440017,1,0
11,21.42,39.83,2012/12/13,05.98,16.0,3.48,3.56,0.73,,21°42 39°83 2012/12/13 05°98 16 03°48 03°56 00°73,0,,negative,0,0.041669463800749276,1,0
11,24.39,39.63,2012/12/13,05.89,16.0,3.47,3.5,0.51,,24°39 39°63 2012/12/13 05°89 16 03°47 03°50 00°51,0,,negative,0,0.04115953896620319,1,0
11,24.6,46.45,2012/12/13,05.43,15.0,3.22,3.28,0.61,,24°60 46°45 2012/12/13 05°43 15 03°22 03°28 00°61,0,,negative,0,0.0373511226368774,1,0
11,26.35,43.95,2012/12/13,05.54,16.0,3.3,3.33,0.44,,26°35 43°95 2012/12/13 05°54 16 03°30 03°33 00°44,0,,negative,0,0.038422793094939275,1,0
11,27.52,41.7,2012/12/13,05.65,16.0,3.36,3.38,0.32,,27°52 41°70 2012/12/13 05°65 16 03°36 03°38 00°32,0,,negative,0,0.0393029337411925,1,0
11,25.25,45.25,2012/12/13,05.49,16.0,3.26,3.3,0.54,,25°25 45°25 2012/12/13 05°49 16 03°26 03°30 00°54,0,,negative,0,0.0378675329743694,1,0
11,25.62,45.62,2012/12/13,05.45,16.0,3.24,3.28,0.52,,25°62 45°62 2012/12/13 05°45 16 03°24 03°28 00°52,0,,negative,0,0.03756159149746506,1,0
11,21.42,39.83,2013/02/10,07.93,16.0,3.78,6.09,4.78,,21°42 39°83 2013/02/10 07°93 16 03°78 06:09 04°78,0,,negative,0,0.06760440336469192,1,0
11,24.39,39.63,2013/02/10,07.89,18.0,4.0,6.04,4.53,,24°39 39°63 2013/02/10 07°89 18 04:00 06:04 04°53,0,,negative,0,0.0706835923017853,1,0
11,28.4,36.73,2013/02/10,08.00,20.0,4.38,6.03,4.15,,28°40 36°73 2013/02/10 08:00 20 04°38 06°03 O4°15,0,,negative,0,0.0771539897301851,1,0
12,25.62,45.62,2013/02/10,07.46,17.0,3.87,5.9,4.45,,25°62 45°62 2013/02/10 07°46 17 03°87 05°90 04°45,0,,negative,0,0.06700601147496586,1,0
12,26.37,49.82,2013/02/10,07.17,17.0,3.77,5.8,4.41,,26°37 49°82 2013/02/10 O7'17 17 03°77 05°80 04°41,0,,negative,0,0.06441855873284771,1,0
12,21.42,39.83,2013/04/10,06.05,9.0,2.09,2.95,2.08,,21°42 39°83 2013/04/10 06:05 09 02:09 02°95 02:08,0,,negative,0,0.026786601313510537,1,0
12,21.42,39.83,2013/10/05,02.25,15.0,3.43,7.28,6.43,,21°42 39°83 2013/10/05 02°25 15 03°43 07°28 06°43,0,,negative,0,0.07539189431937779,1,0
12,24.39,39.63,2013/10/05,02.24,14.0,3.09,7.32,6.64,,24°39 39°63 2013/10/05 02°24 14 03:09 07°32 06°64,0,,negative,0,0.07009354844582542,1,0
12,26.35,43.95,2013/10/05,01.94,12.0,2.74,7.2,6.66,,26°35 43°95 2013/10/05 OI'94 12 02°74 07°20 06°66,0,,negative,0,0.0632808724134761,1,0
12,27.52,41.7,2013/10/05,02.08,12.0,2.66,7.28,6.78,,27°52 41°70 2013/10/05 02:08 I2 02°66 07°28 06°78,0,,negative,0,0.06291997838553579,1,0
12,25.25,45.25,2013/10/05,01.86,12.0,2.84,7.15,6.56,,25°25 45°25 2013/10/05 01°86 I2 02°84 O7-15 06°56,0,,negative,0,0.06425161096079203,1,0
12,25.62,45.62,2013/10/05,01.84,12.0,2.78,7.14,6.57,,25°62 45°62 2013/10/05 01°84 I2 02°78 O7'14 06°57,0,,negative,0,0.06325718725805139,1,0
12,26.37,49.82,2013/10/05,01.55,12.0,2.59,7.01,6.52,,26°37 49°82 2013/10/05 OI°55 I2 02°59 O7°OI 06°52,0,,negative,0,0.05924901944024279,1,0
12,21.42,39.83,2014/01/01,17.19,12.0,2.64,4.58,3.74,,21°42 39°83 2014/o1/o1 1719 I2 02°64 04°58 03°74,0,,negative,0,0.040237231067351664,1,0
12,24.39,39.63,2014/01/01,17.11,13.0,2.8,4.53,3.56,,24°39 39°63 2014/01/o1 I7‘II 13 02°80 04°53 03°56,0,,negative,0,0.04149352123620189,1,0
12,24.72,46.67,2014/01/01,16.63,12.0,2.56,4.44,3.63,,24°72 46°67 2014/01/01 16°63 I2 02°56 04°44 03°63,0,,negative,0,0.038569175596563456,1,0
12,26.35,43.95,2014/01/01,16.75,13.0,2.74,4.44,3.49,,26°35 43°95 2014/o1/o1 16°75 13 02°74 04°44 03°49,0,,negative,0,0.04029854374054442,1,0
12,27.52,41.7,2014/01/01,16.86,14.0,2.87,4.44,3.39,,27°52 41°70 2014/o1/o1 16°86 14 02°87 04°44 03°39,0,,negative,0,0.0416030005483978,1,0
12,28.4,36.73,2014/01/01,17.16,15.0,3.1,4.49,3.25,,28-40 36°73 2014/01/01 17'16 15 03°10 04°49 03°25,0,,negative,0,0.04434688615747858,1,0
12,25.25,45.25,2014/01/01,16.70,12.0,2.63,4.44,3.58,,25°25 45°25 2014/01/O1 16°70 12 02°63 04°44 03°58,0,,negative,0,0.0392204774143425,1,0
12,25.62,45.62,2014/01/01,16.66,12.0,2.64,4.43,3.56,,25°62 45°62 2014/o1/o1 16°66 I2 02°64 04°43 03°56,0,,negative,0,0.03924924178062002,1,0
12,26.37,49.82,2014/01/01,16.36,12.0,2.52,4.38,3.58,,26°37 49°82 2014/01/01 16°36 12 02°52 04°38 03°58,0,,negative,0,0.03782299601801938,1,0
12,21.42,39.83,2014/03/01,20.67,14.0,3.38,4.96,3.63,,21°42 39°83 2014/03/01 20°67 14 03°38 04°96 03°63,0,,negative,0,0.051154340976022256,1,0
12,24.72,46.67,2014/03/01,20.18,14.0,3.3,4.74,3.41,,24°72 46°67 2014/03/01 20°18 14 03°30 04°74 03°41,0,,negative,0,0.04841670599200877,1,0
12,26.35,43.95,2014/03/01,20.35,15.0,3.49,4.78,3.28,,26°35 43°95 2014/03/01 20°35 15 03°49 04°78 03°28,0,,negative,0,0.05101723550197235,1,0
12,25.25,45.25,2014/03/01,20.27,15.0,3.38,4.77,3.37,,25°25 45°25 2014/03/01 20°27 15 03°38 = 04°77 03°37,0,,negative,0,0.04962638797981449,1,0
12,25.62,45.62,2014/03/01,20.24,15.0,3.39,4.76,3.34,,25°62 45°62 2014/03/01 20°24 15 03°39 04:76 03°34,0,,negative,0,0.0496623895781551,1,0
12,26.37,49.82,2014/03/01,19.96,14.0,3.27,4.65,3.31,,26°37 49°82 2014/03/01 19°96 14 03°27 04°65 03°31,0,,negative,0,0.04736794098098915,1,0
12,21.42,39.83,2014/04/29,09.52,17.0,3.93,4.31,1.76,,21°42 39°83 2014/04/29 09°52 17 03°93 04°31 01°76,0,,negative,0,0.05249518583678942,1,0
12,24.39,39.63,2014/04/29,09.59,18.0,3.86,4.36,2.03,,24°39 39°63 2014/04/29 09°59 18 03°86 04°36 02°03,0,,negative,0,0.05210196176609459,1,0
12,28.4,36.73,2014/04/29,09.87,18.0,3.84,4.53,2.41,,28-40 36°73 2014/04/29 09°87 18 03°84 04°53 02°41,0,,negative,0,0.05331841579026807,1,0
12,25.25,45.25,2014/04/29,09.24,17.0,3.66,4.19,2.06,,25°25 45°25 2014/04/29 09°24 17 03°66 04°19 02°06,0,,negative,0,0.04829044850364327,1,0
12,25.62,45.62,2014/04/29,09.22,17.0,3.63,4.19,2.09,,25°62 45°62 2014/04/29 09°22 17 03°63 04°19 02°09,0,,negative,0,0.04794842672076736,1,0
12,26.35,43.95,2014/07/27,17.21,8.0,1.81,8.91,8.72,,26°35 43°95 2014/07/27 17°21 08 OI°8I 08-9I 08-72,0,,negative,0,0.06694583421888245,1,0
12,21.42,39.83,2014/09/24,09.03,5.0,1.28,4.05,3.84,,21°42 39°83 2014/09/24 09°03 05 O1°28 04°05 03°84,0,,negative,0,0.026393331716322684,1,0
12,24.72,46.67,2014/09/24,08.57,4.0,0.9,3.91,3.81,,24°72 46°67 2014/09/24 08°57 04 00:90 03°91 03°81,0,,negative,0,0.023487882055029243,1,0
12,26.35,43.95,2014/09/24,08.75,3.0,0.84,4.01,3.92,,26°35 43°95 2014/09/24 08°75 03 00°84 04-01 03°92,0,,negative,0,0.023521525035671682,1,0
12,27.52,41.7,2014/09/24,08.90,3.0,0.82,4.08,4.0,,27°52 41°70 2014/09/24 08-90 03 00°82 04°08 04°00,0,,negative,0,0.023685237627459083,1,0
12,28.4,36.73,2014/09/24,09.23,4.0,0.86,4.22,4.14,,28°40 36°73 2014/09/24 09°23 04 00°86 04°22 04°14,0,,negative,0,0.024507727175811112,1,0
12,25.62,45.62,2014/09/24,08.64,3.0,0.86,3.95,3.86,,25°62 45°62 2014/09/24 08:64 03 00°86 03°95 03°86,0,,negative,0,0.023398324269520834,1,0
12,26.35,43.95,2014/11/22,01.67,10.0,2.08,2.98,2.13,,26°35 43°95 2014/11/22 O1°67 10 02°08 02°98 02°13,0,,negative,0,0.026879262952484665,1,0
12,27.52,41.7,2014/11/22,01.78,10.0,2.17,2.97,2.03,,27°52 41°70 2014/11/22 O1°78 10 02°17 02°97 02°03,0,,negative,0,0.02742538633075001,1,0
12,26.35,43.95,2015/01/20,011.40,5.0,1.22,4.54,4.37,,26°35 43°95 2015/01/20 O1I°40 O05 OI°22 04°54 04°37,0,,negative,0,0.028243059704154454,1,0
12,27.52,41.7,2015/01/20,01.51,6.0,1.38,4.52,4.31,,27°52 41°70 2015/01/20 OI'51 06 01°38 04°52 04°31,0,,negative,0,0.029283061668638526,1,0
12,28.4,36.73,2015/01/20,01.82,7.0,1.61,4.51,4.21,,28°40 36°73 2015/01/20 O1°82 O07 O1-61 O4°51 04°21,0,,negative,0,0.0309289844365287,1,0
12,25.25,45.25,2015/01/20,01.34,4.0,1.1,4.56,4.43,,25°25 45°25 2015/01/20 01°34 O4 OI-10 04°56 04°43,0,,negative,0,0.027504010797249633,1,0
12,26.37,49.82,2015/01/20,01.00,4.0,11.0,4.55,4.44,,26°37 49°82 2015/01/20 OI‘0O O4 O1I:00 04°55 04°44,0,,negative,0,0.24915687555029703,1,0
12,28.4,36.73,2015/03/20,06.13,13.0,2.81,2.83,0.29,,28°40 36°73 2015/03/20 06°13 13 02°81 02°83 00°29,0,,negative,0,0.031347726723255205,1,0
12,21.42,39.83,2015/05/18,11.67,21.0,4.68,7.04,5.27,,21°42 39°83 2015/05/18 11°67 21 04°68 07°04 05°27,0,,negative,0,0.09693044253568334,1,0
12,24.39,39.63,2015/05/18,11.76,21.0,4.43,7.12,5.58,,24°39 39°63 2015/05/18 11-76 21 04°43 07-12 05°58,0,,negative,0,0.09277408615389367,1,0
12,24.72,46.67,2015/05/18,11.30,19.0,4.16,6.92,5.54,,24°72 46°67 2015/05/18 11°30 19 04°16 06:92 05°54,0,,negative,0,0.08442670186934961,1,0
12,26.35,43.95,2015/05/18,11.53,19.0,4.1,7.04,5.73,,26°35 43°95 2015/05/18 11°53 19 04°10 07°04 05°73,0,,negative,0,0.08487435822228194,1,0
12,25.25,45.25,2015/05/18,11.41,19.0,4.16,6.98,5.61,,25°25 45°25 2015/05/18 II-4I 19 04°16 06°98 05°61,0,,negative,0,0.0852306447685589,1,0
12,25.62,45.62,2015/05/18,11.40,19.0,4.11,6.98,5.64,,25°62 45°62 2015/05/18 II°40 19 O4°II 06:98 05°64,0,,negative,0,0.08426533422460022,1,0
12,26.37,49.82,2015/05/18,11.14,18.0,3.9,6.87,5.66,,26°37 49°82 2015/05/18 II‘I4 18 03°90 06°87 05°66,0,,negative,0,0.078864852003512,1,0
12,21.42,39.83,2015/09/13,08.75,6.0,1.55,3.56,3.2,,21°42 39°83 2015/09/13 08°75 06 O1'55 03°56 03°20,0,,negative,0,0.02597241449607553,1,0
