Page,Lat_deg,Long_deg,Date_UT,Age_hrs,Lag_min,ARCV_deg,ARCL_deg,DAZ_deg,Means,raw_ocr_line,target_detectability,target_naked_eye,pred_twostep_stage2,peye_twostep,stage2_match,stage2_mismatch
9,25.62,45.62,2014/12/23,36.62,100.0,19.76,20.36,04.98,N,25°62 45°62 2014/12/23 36°62 I0O 19°76 20°36 04°98 N,1,1,1,0.999606547868253,1,0
9,26.37,49.82,2014/12/23,36.31,100.0,19.53,20.19,05.20,N,26°37 49°82 2014/12/23 36°31 100 19°53 20°19 05°20 N,1,1,1,0.9995340317320521,1,0
9,21.42,39.83,2015/01/21,25.83,68.0,14.74,14.83,01.61,N,21°42 39°83 2015/01/21 25°83 68 14°74 14°83 OI°61 N,1,1,1,0.9748857230848328,1,0
9,24.72,46.67,2015/01/21,25.28,69.0,14.5,14.52,00.72,N,24°72 46°67 2015/01/21 25°28 69 14°50 14°52 00:72 N,1,1,1,0.9693656560376301,1,0
9,26.35,43.95,2015/01/21,25.41,71.0,14.59,14.59,00.21,N,26°35 43°95 2015/01/21 25°41 71 14°59 14°59 00°21 N,1,1,1,0.9714238389024905,1,0
9,27.52,41.7,2015/01/21,25.52,72.0,14.65,14.65,00.16,N,27°52 41°70 2015/01/21 25°52 72 14°65 14°65 00°16 N,1,1,1,0.9727803794491546,1,0
9,28.4,36.73,2015/01/21,25.83,73.0,14.82,14.83,00.48,N,28-40 36°73 2015/01/21 25°83 73 14°82 14°83 00°48 N,1,1,1,0.9762461849634823,1,0
9,25.25,45.25,2015/01/21,25.36,70.0,14.55,14.56,00.55,N,25°25 45°25 2015/01/21 25°36 70 14°55 14°56 00°55 N,1,1,1,0.9705260132419896,1,0
9,25.62,45.62,2015/01/21,25.32,70.0,14.53,14.54,00.44,N,25°62 45°62 2015/01/21 25°32 70 14°53 14°54 00°44 N,1,1,1,0.9700677660617977,1,0
9,26.37,49.82,2015/01/21,25.02,70.0,14.37,14.37,00.28,N,26°37 49°82 2015/01/21 25°02 70 14°37 14°37 00:28 N,1,1,1,0.966070712816441,1,0
9,28.4,36.73,2015/02/19,15.65,41.0,8.73,8.82,01.30,T,28°40 36°73 2015/02/19 15°65 4I 08°73 08°82 01°30 T,1,0,0,0.2346893582031732,1,0
9,21.42,39.83,2015/03/21,29.93,74.0,16.7,16.7,00.16,N,21°42 39°83 2015/03/21 29°93 74 16°70 16°70 00-16 N,1,1,1,0.9945714861961743,1,0
9,27.52,41.7,2015/03/21,29.81,77.0,16.51,16.52,00.57,N,27°52 41°70 2015/03/21 29°81 77 16°51 16°52 00°57 N,1,1,1,0.9937496914645793,1,0
9,28.4,36.73,2015/03/21,30.14,79.0,16.67,16.69,00.83,N,28°40 36°73 2015/03/21 30°14 79 16°67 16°69 00°83 N,1,1,1,0.9945299669346914,1,0
9,21.42,39.83,2015/05/19,35.67,79.0,17.11,19.05,08.51,N,21°42 39°83 2015/05/19 35°67 79 I7‘II 19°05 08°51 N,1,1,1,0.9974992678583884,1,0
9,24.39,39.63,2015/05/19,35.77,79.0,16.66,19.12,09.53,N,24°39 39°63 2015/05/19 35°77 79 16°66 19°12 09°53 N,1,1,1,0.9968240411226709,1,0
9,24.72,46.67,2015/05/19,35.31,77.0,16.37,18.89,09.56,N,24°72 46°67 2015/05/19 35°31 77 16°37 18°89 09°56 N,1,1,1,0.9960393317148976,1,0
9,26.35,43.95,2015/05/19,35.54,78.0,16.18,19.02,10.14,N,26°35 43°95 2015/05/19 35°54 78 16°18 19°02 10°14 N,1,1,1,0.9957276027353659,1,0
9,25.25,45.25,2015/05/19,35.42,78.0,16.33,18.95,09.75,N,25°25 45°25 2015/05/19 35°42 78 16°33 18°95 09°75 N,1,1,1,0.9960125400792688,1,0
9,25.62,45.62,2015/05/19,35.41,77.0,16.25,18.94,09.87,N,25°62 45°62 2015/05/19 35°41 77 16°25 18°94 09°87 N,1,1,1,0.9958087926533378,1,0
9,26.37,49.82,2015/05/19,35.15,77.0,15.99,18.82,10.07,N,26°37 49°82 2015/05/19 35°15 77 15°99 18°82 10°07 N,1,1,1,0.9950116394066586,1,0
9,24.39,39.63,2015/06/17,26.11,42.0,8.99,13.72,10.41,T,24°39 39°63 2015/06/17 26°11 42 08:99 13°72 10°41 T,1,0,0,0.520085775426206,1,0
9,26.35,43.95,2015/06/17,25.89,41.0,8.49,13.64,10.72,T,26°35 43°95 2015/06/17 25°89 4I 08°49 13°64 10°72 T,1,0,0,0.4442085369582104,1,0
9,27.52,41.7,2015/06/17,26.09,40.0,8.32,13.75,10.98,T,27°52 41°70 2015/06/17 26°09 40 08°32 13°75 10°98 T,1,0,0,0.4260429170601736,1,0
9,21.42,39.83,2015/09/14,32.73,44.0,9.95,10.19,02.23,oT,21°42 39°83 2015/09/14 32°73 44 09°95 10-19 02°23 oT,1,0,0,0.45733729862248634,1,0
9,26.37,49.82,2015/09/14,32.09,40.0,8.83,9.16,02.43,T,26°37 49°82 2015/09/14 32°09 40 08°83 09°16 02°43 T,1,0,0,0.2591553683364387,1,0
9,24.72,46.67,2015/11/13,44.33,90.0,18.16,20.82,10.35,N,24°72 46°67 2015/11/13 44°33 90 18°16 20°82 10°35 N,1,1,1,0.999100263428793,1,0
9,27.52,41.7,2015/11/13,44.59,90.0,17.7,20.96,11.42,N,27°52 41°70 2015/11/13 44°59 90 17°70 20°96 11-42 N,1,1,1,0.9988684296694813,1,0
9,26.37,49.82,2015/11/13,44.08,90.0,17.75,20.71,10.85,N,26°37 49°82 2015/11/13 44:08 90 17°75 20°71 10°85 N,1,1,1,0.9988359219106291,1,0
